,ort,plz,bundesland,latitude,longitude,demand
332,Gelsenkirchen,45899,Nordrhein-Westfalen,51.52459655,7.022671093658536,1691
333,Gescher,48712,Nordrhein-Westfalen,51.94862185,7.014802681360201,1547
334,Geseke,59590,Nordrhein-Westfalen,51.6319512,8.506574899999999,2481
335,Gevelsberg,58285,Nordrhein-Westfalen,51.3164967,7.301983683234682,1722
336,Gladbeck,45964,Nordrhein-Westfalen,51.571682,6.9770293000000025,1332
337,Gladbeck,45966,Nordrhein-Westfalen,51.5904652,6.977051468561678,1439
338,Gladbeck,45968,Nordrhein-Westfalen,51.55307055,7.001039808717216,1737
339,Goch,47574,Nordrhein-Westfalen,51.7235646,6.142198825757706,2266
340,Grefrath,47929,Nordrhein-Westfalen,51.3419686,6.346663822271356,2539
341,Greven,48268,Nordrhein-Westfalen,52.090650399999994,7.617869598467378,2368
342,Grevenbroich,41515,Nordrhein-Westfalen,51.11330755,6.571137864433963,2445
343,Grevenbroich,41516,Nordrhein-Westfalen,51.1281013,6.675840771677928,2788
344,Grevenbroich,41517,Nordrhein-Westfalen,51.04221775,6.575046618875367,1593
345,Gronau,48599,Nordrhein-Westfalen,52.21253535,7.022194136685553,2992
346,Gummersbach,51643,Nordrhein-Westfalen,51.02718415,7.5601167273587375,2705
347,Gummersbach,51645,Nordrhein-Westfalen,51.02693185,7.615635782256435,2615
348,Gummersbach,51647,Nordrhein-Westfalen,51.0637807,7.677879542141992,2078
349,Gütersloh,33330,Nordrhein-Westfalen,51.91674085,8.376199368437346,2331
350,Gütersloh,33332,Nordrhein-Westfalen,51.89722215000001,8.400652483977293,1635
351,Gütersloh,33333,Nordrhein-Westfalen,51.88493629999999,8.443220722861673,1932
352,Gütersloh,33334,Nordrhein-Westfalen,51.916559299999996,8.331240135994186,1536
353,Gütersloh,33335,Nordrhein-Westfalen,51.92199805,8.461383312611584,2114
354,Haan,42781,Nordrhein-Westfalen,51.1932677,6.989192198555442,1582
355,Hagen,58089,Nordrhein-Westfalen,51.4002948,7.4555215,1648
356,Hagen,58091,Nordrhein-Westfalen,51.33920235,7.513171696693799,2449
357,Hagen,58093,Nordrhein-Westfalen,51.37162745000001,7.50938890001359,1012
358,Hagen,58095,Nordrhein-Westfalen,51.36528265,7.497109391522575,1064
359,Hagen,58097,Nordrhein-Westfalen,51.37010235,7.4799119091663,1955
360,Hagen,58099,Nordrhein-Westfalen,51.40755835,7.474848745979674,1921
361,Hagen,58119,Nordrhein-Westfalen,51.3635182,7.559565117301986,1383
362,Hagen,58135,Nordrhein-Westfalen,51.33039675,7.43758237095416,1765
363,Hallenberg,59969,Nordrhein-Westfalen,51.1237556,8.613475575108254,1146
364,Halle (Westf.),33790,Nordrhein-Westfalen,52.06261605,8.356433735651938,1163
365,Haltern am See,45721,Nordrhein-Westfalen,51.75441575,7.130855043435331,2301
366,Halver,58553,Nordrhein-Westfalen,51.18243565,7.495225840304048,2029
367,Hamm,59063,Nordrhein-Westfalen,51.6833376,7.831183063014795,2286
368,Hamm,59065,Nordrhein-Westfalen,51.685736600000006,7.829548915786036,1774
369,Hamm,59067,Nordrhein-Westfalen,51.66093475,7.781342958888057,2552
370,Hamm,59069,Nordrhein-Westfalen,51.62254685,7.8494179498066305,1377
371,Hamm,59071,Nordrhein-Westfalen,51.6791916,7.855994497035214,2110
372,Hamm,59073,Nordrhein-Westfalen,51.71580475,7.833447661444322,1894
373,Hamm,59075,Nordrhein-Westfalen,51.694783,7.763642747116259,1978
374,Hamm,59077,Nordrhein-Westfalen,51.65755265,7.743773658787539,1847
375,Hamminkeln,46499,Nordrhein-Westfalen,51.74503115,6.7440197321505355,2235
376,Harsewinkel,33428,Nordrhein-Westfalen,51.9589705,8.237811749999999,2129
377,Hattingen,45525,Nordrhein-Westfalen,51.40443625,7.200600441901036,1133
378,Hattingen,45527,Nordrhein-Westfalen,51.39117145,7.226228700229172,1516
379,Hattingen,45529,Nordrhein-Westfalen,51.41249715,7.179776171858162,1435
380,Havixbeck,48329,Nordrhein-Westfalen,51.9711868,7.418144908386153,2742
381,Heek,48619,Nordrhein-Westfalen,52.1681554,7.1187678327959025,2466
382,Heiden,46359,Nordrhein-Westfalen,51.82095055,6.950831496063081,2714
383,Heiligenhaus,42579,Nordrhein-Westfalen,51.33156339999999,6.930480203207548,1240
384,Heimbach,52396,Nordrhein-Westfalen,50.63099285,6.486977824685472,2745
385,Heinsberg,52525,Nordrhein-Westfalen,51.05487655,6.164823000935313,1055
386,Hellenthal,53940,Nordrhein-Westfalen,50.491312,6.435029143180107,2508
387,Hemer,58675,Nordrhein-Westfalen,51.38462155,7.758418479372624,1202
388,Hennef (Sieg),53773,Nordrhein-Westfalen,50.7285653,7.372567456065626,1355
389,Herdecke,58313,Nordrhein-Westfalen,51.3979854,7.430184239412688,2356
390,Herford,32049,Nordrhein-Westfalen,52.13293770000001,8.708363667755814,1874
391,Herford,32051,Nordrhein-Westfalen,52.1147261,8.626669799999998,1378
392,Herford,32052,Nordrhein-Westfalen,52.0904839,8.65901998905969,2082
393,Herne,44623,Nordrhein-Westfalen,51.537517,7.222013976106258,2749
394,Herne,44625,Nordrhein-Westfalen,51.52961265,7.202429271209725,2687
395,Herne,44627,Nordrhein-Westfalen,51.55182815000001,7.271927241836827,1246
396,Herne,44628,Nordrhein-Westfalen,51.56911115,7.241737699999994,2965
397,Herne,44629,Nordrhein-Westfalen,51.55526185,7.2113602437041555,1592
398,Herne,44649,Nordrhein-Westfalen,51.53304617464299,7.154134716592521,1130
399,Herne,44651,Nordrhein-Westfalen,51.51125355,7.157614779704011,1296
400,Herne,44652,Nordrhein-Westfalen,51.5258719,7.173902191669539,1589
401,Herne,44653,Nordrhein-Westfalen,51.54364786066449,7.160696219576688,2944
402,Herscheid,58849,Nordrhein-Westfalen,51.1677518,7.744302750073312,1303
403,Herten,45699,Nordrhein-Westfalen,51.60376030000001,7.1517374832817815,1858
404,Herten,45701,Nordrhein-Westfalen,51.60267925,7.1118834935495,2386
405,Herzebrock-Clarholz,33442,Nordrhein-Westfalen,51.8955169,8.2365728082006,1478
406,Herzogenrath,52134,Nordrhein-Westfalen,50.8605761,6.100357851435111,2116
407,Hiddenhausen,32120,Nordrhein-Westfalen,52.1424679,8.61503725,1191
408,Hilchenbach,57271,Nordrhein-Westfalen,50.9837799,8.119926975553252,1078
409,Hilden,40721,Nordrhein-Westfalen,51.1734657,6.9366197881034495,1367
410,Hilden,40723,Nordrhein-Westfalen,51.15593755,6.942245550577116,2507
411,Hilden,40724,Nordrhein-Westfalen,51.18089035,6.953968746991278,2816
412,Hille,32479,Nordrhein-Westfalen,52.331771999999994,8.77727543386902,1388
413,Holzwickede,59439,Nordrhein-Westfalen,51.5155947,7.625775131535269,1061
414,Hopsten,48496,Nordrhein-Westfalen,52.40729765,7.649693749049832,2182
415,Horn-Bad Meinberg,32805,Nordrhein-Westfalen,51.84761225,8.973797547652275,2187
416,Hörstel,48477,Nordrhein-Westfalen,52.25005425,7.6323993770042655,2052
417,Horstmar,48612,Nordrhein-Westfalen,52.1000162,7.306445107508526,2676
418,Hövelhof,33161,Nordrhein-Westfalen,51.81169315,8.675947850676778,1173
419,Höxter,37671,Nordrhein-Westfalen,51.77744785,9.387662423048695,2162
420,Hückelhoven,41836,Nordrhein-Westfalen,51.03848865,6.244283092791897,2804
421,Hückeswagen,42499,Nordrhein-Westfalen,51.15123955,7.33681005,1376
422,Hüllhorst,32609,Nordrhein-Westfalen,52.2550517,8.695782850696384,2005
423,Hünxe,46569,Nordrhein-Westfalen,51.64943265,6.775822328369513,2142
424,Hürtgenwald,52393,Nordrhein-Westfalen,50.71265685,6.371177840988525,1355
425,Hürth,50354,Nordrhein-Westfalen,50.8742561,6.849756714080372,2135
426,Ibbenbüren,49477,Nordrhein-Westfalen,52.27207435,7.702173261712374,1295
427,Ibbenbüren,49479,Nordrhein-Westfalen,52.2720952,7.783785822243012,2199
428,Inden,52459,Nordrhein-Westfalen,50.8649164,6.3735036800996205,2953
429,Iserlohn,58636,Nordrhein-Westfalen,51.374670200000004,7.703530463484232,2521
430,Iserlohn,58638,Nordrhein-Westfalen,51.38470115,7.676021409465559,2587
431,Iserlohn,58640,Nordrhein-Westfalen,51.4339316,7.675286466426356,2260
432,Iserlohn,58642,Nordrhein-Westfalen,51.364681899999994,7.602911186439543,1137
433,Iserlohn,58644,Nordrhein-Westfalen,51.34047465,7.685585893779902,2513
434,Isselburg,46419,Nordrhein-Westfalen,51.8187638,6.51767615,1348
435,Issum,47661,Nordrhein-Westfalen,51.521217799999995,6.422520849377348,2234
436,Jüchen,41363,Nordrhein-Westfalen,51.13316055,6.512402464946227,2466
437,Jülich,52428,Nordrhein-Westfalen,50.8956351,6.358715601745878,1549
438,Kaarst,41564,Nordrhein-Westfalen,51.2109787,6.582241170833335,1175
439,Kalkar,47546,Nordrhein-Westfalen,51.740263399999996,6.281808548191929,1065
440,Kall,53925,Nordrhein-Westfalen,50.53887285,6.548923320036773,1219
441,Kalletal,32689,Nordrhein-Westfalen,52.09573025,8.909046391310886,2753
442,Kamen,59174,Nordrhein-Westfalen,51.5827583,7.656877162499999,1049
443,Kamp-Lintfort,47475,Nordrhein-Westfalen,51.5200643,6.533145864768327,2035
444,Kempen,47906,Nordrhein-Westfalen,51.3777527,6.422241259650173,1311
445,Kerken,47647,Nordrhein-Westfalen,51.44834055,6.382046946929046,1577
446,Kerpen,50169,Nordrhein-Westfalen,50.92086415,6.722128497525362,1839
447,Kerpen,50170,Nordrhein-Westfalen,50.8605365,6.584006371263344,1667
448,Kerpen,50171,Nordrhein-Westfalen,50.879394299999994,6.689681172944385,1971
449,Kevelaer,47623,Nordrhein-Westfalen,51.57672515,6.2314273277363625,1971
450,Kevelaer,47624,Nordrhein-Westfalen,51.5488292,6.205274089197693,1189
451,Kevelaer,47625,Nordrhein-Westfalen,51.56685315,6.30846512526883,2553
452,Kevelaer,47626,Nordrhein-Westfalen,51.5940063,6.3369807322140455,1258
453,Kevelaer,47627,Nordrhein-Westfalen,51.62712265,6.278590238094518,1771
454,Kierspe,58566,Nordrhein-Westfalen,51.1451584,7.586494054824804,1218
455,Kirchhundem,57399,Nordrhein-Westfalen,51.09386485,8.14401825,1968
456,Kirchlengern,32278,Nordrhein-Westfalen,52.21698535,8.652483393666811,2347
457,Kleve,47533,Nordrhein-Westfalen,51.7986813,6.144997507331902,1376
458,Köln,50667,Nordrhein-Westfalen,50.93980870000001,6.954751090981728,1072
459,Köln,50668,Nordrhein-Westfalen,50.9504731,6.962944576674443,1884
460,Köln,50670,Nordrhein-Westfalen,50.946884999999995,6.9449965348230425,1231
461,Köln,50672,Nordrhein-Westfalen,50.94250615,6.934572671497315,1590
462,Köln,50674,Nordrhein-Westfalen,50.93195040000001,6.9335384749522015,2264
463,Köln,50676,Nordrhein-Westfalen,50.93020485,6.9530214447015055,2345
464,Köln,50677,Nordrhein-Westfalen,50.92227929999999,6.94912510305374,1582
465,Köln,50678,Nordrhein-Westfalen,50.9242002,6.961637841547946,1083
466,Köln,50679,Nordrhein-Westfalen,50.9395609,6.9760449321902565,1202
467,Köln,50733,Nordrhein-Westfalen,50.95857345,6.9498311852257535,1807
468,Köln,50735,Nordrhein-Westfalen,50.97866055,6.967176885349191,2933
469,Köln,50737,Nordrhein-Westfalen,50.994054799999994,6.928347097162532,1411
470,Köln,50739,Nordrhein-Westfalen,50.96071255,6.935755664713769,1815
471,Köln,50765,Nordrhein-Westfalen,51.00262539999999,6.853179730642901,2083
472,Köln,50767,Nordrhein-Westfalen,50.9982944,6.876096676987691,2890
473,Köln,50769,Nordrhein-Westfalen,51.04638189999999,6.846745120338022,2999
474,Köln,50823,Nordrhein-Westfalen,50.9508203,6.9259110766796725,1370
475,Köln,50825,Nordrhein-Westfalen,50.95508145,6.911612981475736,1093
476,Köln,50827,Nordrhein-Westfalen,50.9558409,6.8940193972762644,1190
477,Köln,50829,Nordrhein-Westfalen,50.9721119,6.868699523533536,2187
478,Köln,50858,Nordrhein-Westfalen,50.93003885,6.849050450000003,2823
479,Köln,50859,Nordrhein-Westfalen,50.95817345,6.841959027476878,2387
480,Köln,50931,Nordrhein-Westfalen,50.93346305,6.916362941138541,2614
481,Köln,50933,Nordrhein-Westfalen,50.9364033,6.899496159257523,1462
482,Köln,50935,Nordrhein-Westfalen,50.9262275,6.896781214090562,2402
483,Köln,50937,Nordrhein-Westfalen,50.91333435,6.919625032189728,1920
484,Köln,50939,Nordrhein-Westfalen,50.90953305,6.925924052054295,2155
485,Köln,50968,Nordrhein-Westfalen,50.90141605,6.966656094691265,1749
486,Köln,50969,Nordrhein-Westfalen,50.90285025,6.939591087154449,2740
487,Köln,50996,Nordrhein-Westfalen,50.88153695,6.98367877746361,1285
488,Köln,50997,Nordrhein-Westfalen,50.8653211,6.9459516486852495,1029
489,Köln,50999,Nordrhein-Westfalen,50.8720503,7.017388477176771,1884
490,Köln,51061,Nordrhein-Westfalen,50.98168455,7.022847339704133,1106
491,Köln,51063,Nordrhein-Westfalen,50.97257005,7.002334906564562,1942
492,Köln,51065,Nordrhein-Westfalen,50.9599008,7.0080738024341835,2068
493,Köln,51067,Nordrhein-Westfalen,50.97473455,7.040212258992348,2927
494,Köln,51069,Nordrhein-Westfalen,50.97566155,7.074264082771037,1315
495,Köln,51103,Nordrhein-Westfalen,50.9408674,6.995438899999997,1407
496,Köln,51105,Nordrhein-Westfalen,50.91629879999999,6.994311633918837,2241
497,Köln,51107,Nordrhein-Westfalen,50.9187687,7.0950360704362785,2163
498,Köln,51109,Nordrhein-Westfalen,50.9450109,7.0734987180578965,1520
499,Köln,51143,Nordrhein-Westfalen,50.88959420000001,7.05728840875,1539
500,Köln,51145,Nordrhein-Westfalen,50.88341815,7.079491763148049,1604
501,Köln,51147,Nordrhein-Westfalen,50.8532745,7.124672871699497,1809
502,Köln,51149,Nordrhein-Westfalen,50.91354655000001,7.016883684975675,2340
503,Köln,51467,Nordrhein-Westfalen,51.0201255,7.071655160851077,1324
504,Königswinter,53639,Nordrhein-Westfalen,50.697481599999996,7.273778869001808,1539
505,Korschenbroich,41352,Nordrhein-Westfalen,51.17346675,6.594711744433615,2604
506,Kranenburg,47559,Nordrhein-Westfalen,51.78381835,6.055047912153277,2797
507,Krefeld,47798,Nordrhein-Westfalen,51.33300735,6.558165998881592,2142
508,Krefeld,47799,Nordrhein-Westfalen,51.33760485000001,6.576417209598991,2040
509,Krefeld,47800,Nordrhein-Westfalen,51.3492502,6.601584771292193,1852
510,Krefeld,47802,Nordrhein-Westfalen,51.38566760000001,6.5959697996847275,1999
511,Krefeld,47803,Nordrhein-Westfalen,51.35510985,6.5655916700886285,1737
512,Krefeld,47804,Nordrhein-Westfalen,51.31902135,6.5305185269525285,1634
513,Krefeld,47805,Nordrhein-Westfalen,51.3176588,6.563564602912973,1017
514,Krefeld,47807,Nordrhein-Westfalen,51.31630970000001,6.584038402188427,1372
515,Krefeld,47809,Nordrhein-Westfalen,51.31831945,6.6181563633264515,2173
516,Krefeld,47829,Nordrhein-Westfalen,51.35367045,6.651164551971831,2854
517,Krefeld,47839,Nordrhein-Westfalen,51.372977950000006,6.50853376750936,1946
518,Kreuzau,52372,Nordrhein-Westfalen,50.7383479,6.479966746998315,1589
519,Kreuztal,57223,Nordrhein-Westfalen,50.95995035,7.9917701514718935,1703
520,Kürten,51515,Nordrhein-Westfalen,51.0553505,7.240517579623778,1085
521,Ladbergen,49549,Nordrhein-Westfalen,52.13611135,7.755019661914353,2205
522,Laer,48366,Nordrhein-Westfalen,52.06044915,7.357283324317801,1980
523,Lage,32791,Nordrhein-Westfalen,52.01532885,8.791388338273944,1343
524,Langenberg,33449,Nordrhein-Westfalen,51.7634828,8.321290305917122,1023
525,Langenfeld (Rheinland),40764,Nordrhein-Westfalen,51.13149665,6.9723477076740705,2633
526,Langerwehe,52379,Nordrhein-Westfalen,50.81757875,6.356655541577967,2717
527,Legden,48739,Nordrhein-Westfalen,52.05393905,7.144846212121769,2667
528,Leichlingen,42799,Nordrhein-Westfalen,51.1224892,7.092925101524076,2076
529,Lemgo,32657,Nordrhein-Westfalen,52.0119898,8.91325811431397,1028
530,Lengerich,49525,Nordrhein-Westfalen,52.18679655,7.846440045106753,1232
531,Lennestadt,57368,Nordrhein-Westfalen,51.1623196,8.139550062785863,2061
532,Leopoldshöhe,33818,Nordrhein-Westfalen,51.9804151,8.672031392327288,1844
533,Leverkusen,51371,Nordrhein-Westfalen,51.05800335,6.94305464609913,1519
534,Leverkusen,51373,Nordrhein-Westfalen,51.031915399999995,7.008202620953728,2614
535,Leverkusen,51375,Nordrhein-Westfalen,51.0351673,7.064446621988273,2725
536,Leverkusen,51377,Nordrhein-Westfalen,51.0420464,7.084541605662412,2622
537,Leverkusen,51379,Nordrhein-Westfalen,51.07268545,7.005105558059201,1151
538,Leverkusen,51381,Nordrhein-Westfalen,51.0713228,7.045199091207698,2497
539,Lichtenau,33165,Nordrhein-Westfalen,51.616295,8.901453499999997,1874
540,Lienen,49536,Nordrhein-Westfalen,52.13191465,7.941481362479925,2987
541,Lindlar,51789,Nordrhein-Westfalen,51.03084455,7.421571363388775,1532
542,Linnich,52441,Nordrhein-Westfalen,51.0024088,6.284915815058824,2062
543,Lippetal,59510,Nordrhein-Westfalen,51.6686108,8.102735103968456,2630
544,Lippstadt,59555,Nordrhein-Westfalen,51.69122005,8.339343091002407,2183
545,Lippstadt,59556,Nordrhein-Westfalen,51.67649875,8.298068734493379,2468
546,Lippstadt,59557,Nordrhein-Westfalen,51.65139945,8.349307614082807,2711
547,Lippstadt,59558,Nordrhein-Westfalen,51.67009905000001,8.407453929082372,2503
548,Lohmar,53797,Nordrhein-Westfalen,50.83760595,7.28231883004192,2755
549,Löhne,32584,Nordrhein-Westfalen,52.19943060000001,8.724311468312004,2385
550,Lotte,49504,Nordrhein-Westfalen,52.3239893,7.938170926916559,2690
551,Lübbecke,32312,Nordrhein-Westfalen,52.30884875,8.652774650000001,2131
552,Lüdenscheid,58507,Nordrhein-Westfalen,51.22858685,7.615467518320478,1021
553,Lüdenscheid,58509,Nordrhein-Westfalen,51.22332375,7.6185128984027015,1325
554,Lüdenscheid,58511,Nordrhein-Westfalen,51.21806435,7.651007858316558,2313
555,Lüdenscheid,58513,Nordrhein-Westfalen,51.233742299999996,7.671986817414421,1265
556,Lüdenscheid,58515,Nordrhein-Westfalen,51.19926785,7.635684014404827,1186
557,Lüdinghausen,59348,Nordrhein-Westfalen,51.78149535,7.282414205374017,2730
558,Lügde,32676,Nordrhein-Westfalen,51.9552597,9.245683143320434,1879
559,Lünen,44532,Nordrhein-Westfalen,51.60420775,7.527635866660244,2525
560,Lünen,44534,Nordrhein-Westfalen,51.62068715,7.51892135569941,1101
561,Lünen,44536,Nordrhein-Westfalen,51.61558185,7.502007593681009,1195
562,Marienheide,51709,Nordrhein-Westfalen,51.0835574,7.525769015494442,2344
563,Marienmünster,37696,Nordrhein-Westfalen,51.82294930000001,9.227893379558102,2054
564,Marl,45768,Nordrhein-Westfalen,51.6603914,7.068269168968098,1165
565,Marl,45770,Nordrhein-Westfalen,51.64816505,7.098632201075706,2359
566,Marl,45772,Nordrhein-Westfalen,51.69131815,7.1005518,1648
567,Marsberg,34431,Nordrhein-Westfalen,51.46041645,8.851752747826637,2539
568,Mechernich,53894,Nordrhein-Westfalen,50.59916005,6.660348978414838,2496
569,Meckenheim,53340,Nordrhein-Westfalen,50.62675535,7.023567615569973,1582
570,Medebach,59964,Nordrhein-Westfalen,51.20464605,8.680693894352094,2358
571,Meerbusch,40667,Nordrhein-Westfalen,51.2652237,6.6760958,1492
572,Meerbusch,40668,Nordrhein-Westfalen,51.30631795,6.628961332701887,2090
573,Meerbusch,40670,Nordrhein-Westfalen,51.26994855,6.618341941813967,1995
574,Meinerzhagen,58540,Nordrhein-Westfalen,51.1135025,7.714929720060012,1720
575,Menden,58706,Nordrhein-Westfalen,51.43656545,7.794581013306449,1899
576,Menden,58708,Nordrhein-Westfalen,51.433793200000004,7.851107733164233,1658
577,Menden,58710,Nordrhein-Westfalen,51.4128106,7.833288514142815,1575
578,Merzenich,52399,Nordrhein-Westfalen,50.83744415,6.578414025569482,2653
579,Meschede,59872,Nordrhein-Westfalen,51.3750798,8.169928728571442,1364
580,Metelen,48629,Nordrhein-Westfalen,52.1489022,7.211223269031032,1832
581,Mettingen,49497,Nordrhein-Westfalen,52.328612299999996,7.777516304249443,2409
582,Mettmann,40822,Nordrhein-Westfalen,51.25065035,6.978662336200861,2754
583,Minden,32423,Nordrhein-Westfalen,52.30866595000001,8.962612130132191,2711
584,Minden,32425,Nordrhein-Westfalen,52.325110200000005,8.875478100079455,2933
585,Minden,32427,Nordrhein-Westfalen,52.28099545,8.904374050693152,1447
586,Minden,32429,Nordrhein-Westfalen,52.2682348,8.886054050211989,2130
587,Moers,47441,Nordrhein-Westfalen,51.44690735,6.639689466944373,2689
588,Moers,47443,Nordrhein-Westfalen,51.46537835,6.652126028271361,1499
589,Moers,47445,Nordrhein-Westfalen,51.49239995,6.605817512347767,2279
590,Moers,47447,Nordrhein-Westfalen,51.4269411,6.639290634593417,2775
591,Möhnesee,59519,Nordrhein-Westfalen,51.50348565,8.15448569811528,2376
592,Mönchengladbach,41061,Nordrhein-Westfalen,51.1943408,6.433352978493501,1103
593,Mönchengladbach,41063,Nordrhein-Westfalen,51.21227460000001,6.424841561746818,2384
594,Mönchengladbach,41065,Nordrhein-Westfalen,51.1811599,6.444388233271518,2736
595,Mönchengladbach,41066,Nordrhein-Westfalen,51.2310828,6.4721035499999955,1239
596,Mönchengladbach,41068,Nordrhein-Westfalen,51.2023193,6.391345281926703,2158
597,Mönchengladbach,41069,Nordrhein-Westfalen,51.17754275,6.4099050602325605,1205
598,Mönchengladbach,41169,Nordrhein-Westfalen,51.206280299999996,6.34230213408782,2312
599,Mönchengladbach,41179,Nordrhein-Westfalen,51.166792,6.386164808023702,2416
600,Mönchengladbach,41189,Nordrhein-Westfalen,51.1326323,6.4019336,2340
601,Mönchengladbach,41199,Nordrhein-Westfalen,51.12556335,6.454620921327263,2471
602,Mönchengladbach,41236,Nordrhein-Westfalen,51.16563370000001,6.449042046178166,2859
603,Mönchengladbach,41238,Nordrhein-Westfalen,51.167098200000005,6.4855004685034805,1592
604,Mönchengladbach,41239,Nordrhein-Westfalen,51.16632175,6.433874206692289,2000
605,Monheim am Rhein,40789,Nordrhein-Westfalen,51.10290925,6.895629780527469,1717
606,Monschau,52156,Nordrhein-Westfalen,50.5142656,6.221576900260956,1090
607,Morsbach,51597,Nordrhein-Westfalen,50.86556045,7.725091812566968,1867
608,Much,53804,Nordrhein-Westfalen,50.84367325,7.414005973361522,2973
609,Mülheim an der Ruhr,45468,Nordrhein-Westfalen,51.42648300000001,6.887012223248327,2236
610,Mülheim an der Ruhr,45470,Nordrhein-Westfalen,51.4076263,6.918851486924684,1387
611,Mülheim an der Ruhr,45472,Nordrhein-Westfalen,51.43642989999999,6.9340688771020424,2175
612,Mülheim an der Ruhr,45473,Nordrhein-Westfalen,51.44266815,6.8949094126618,1117
613,Mülheim an der Ruhr,45475,Nordrhein-Westfalen,51.46938955,6.903202000000004,1422
614,Mülheim an der Ruhr,45476,Nordrhein-Westfalen,51.44842885,6.849043455390688,1263
615,Mülheim an der Ruhr,45478,Nordrhein-Westfalen,51.43369315,6.841204045808631,1647
616,Mülheim an der Ruhr,45479,Nordrhein-Westfalen,51.42068106195224,6.857662322598291,1276
617,Mülheim an der Ruhr,45481,Nordrhein-Westfalen,51.384961700000005,6.864841878059363,1964
618,Münster,48143,Nordrhein-Westfalen,51.96044395,7.626244234828553,2615
619,Münster,48145,Nordrhein-Westfalen,51.96596465,7.6536782241837145,1149
620,Münster,48147,Nordrhein-Westfalen,51.98394765000001,7.640189689051976,2544
621,Münster,48149,Nordrhein-Westfalen,51.97975465,7.586237956572876,1202
622,Münster,48151,Nordrhein-Westfalen,51.939695,7.6077743407875165,1565
623,Münster,48153,Nordrhein-Westfalen,51.9369736,7.6310449307187005,1612
624,Münster,48155,Nordrhein-Westfalen,51.92971725,7.649414763605591,1488
625,Münster,48157,Nordrhein-Westfalen,51.995993871360064,7.6806347394884815,2174
626,Münster,48159,Nordrhein-Westfalen,52.0153914,7.602874276180668,1690
627,Münster,48161,Nordrhein-Westfalen,51.98924935,7.5383949392965555,1036
628,Münster,48163,Nordrhein-Westfalen,51.9258202,7.567625,1655
629,Münster,48165,Nordrhein-Westfalen,51.9108428,7.608466059771767,2913
630,Münster,48167,Nordrhein-Westfalen,51.91235820000001,7.71566467005772,2070
631,Nachrodt-Wiblingwerde,58769,Nordrhein-Westfalen,51.31371015000001,7.616628915042508,1251
632,Netphen,57250,Nordrhein-Westfalen,50.95226025,8.081624150731518,1608
633,Nettersheim,53947,Nordrhein-Westfalen,50.49249715,6.662258515994616,1263
634,Nettetal,41334,Nordrhein-Westfalen,51.309233299999995,6.237523967628339,2583
635,Neuenkirchen,48485,Nordrhein-Westfalen,52.23683565,7.3675479411551645,1816
636,Neuenrade,58809,Nordrhein-Westfalen,51.2815924,7.8247529253695705,2680
637,Neukirchen-Vluyn,47506,Nordrhein-Westfalen,51.4413653,6.572621062596872,2285
638,Neunkirchen,57290,Nordrhein-Westfalen,50.7840542,8.031769302760086,2180
639,Neunkirchen-Seelscheid,53819,Nordrhein-Westfalen,50.857617100000006,7.344489199242426,1953
640,Neuss,41460,Nordrhein-Westfalen,51.22572535,6.68434605,2284
641,Neuss,41462,Nordrhein-Westfalen,51.22570105,6.682868654631473,2622
642,Neuss,41464,Nordrhein-Westfalen,51.1960552,6.66542862094972,2616
643,Neuss,41466,Nordrhein-Westfalen,51.1564781,6.699838240012059,1753
644,Neuss,41468,Nordrhein-Westfalen,51.16877085,6.755445270883441,1479
645,Neuss,41469,Nordrhein-Westfalen,51.163563,6.736268028378394,2783
646,Neuss,41470,Nordrhein-Westfalen,51.13517635,6.7386826378760425,2458
647,Neuss,41472,Nordrhein-Westfalen,51.16849190000001,6.652627345717513,1141
648,Nideggen,52385,Nordrhein-Westfalen,50.68815245,6.558786670299081,1023
649,Niederkassel,53859,Nordrhein-Westfalen,50.77409025,7.074168090204483,1309
650,Niederkrüchten,41372,Nordrhein-Westfalen,51.2028546,6.148866430788381,1363
651,Niederzier,52382,Nordrhein-Westfalen,50.90133335,6.44710540059289,1706
652,Nieheim,33039,Nordrhein-Westfalen,51.80782655,9.082170236685283,2455
653,Nordkirchen,59394,Nordrhein-Westfalen,51.730037700000004,7.553991610201027,1750
654,Nordwalde,48356,Nordrhein-Westfalen,52.0843469,7.476234772964602,2111
655,Nörvenich,52388,Nordrhein-Westfalen,50.7972798,6.6352612056304965,1031
656,Nottuln,48301,Nordrhein-Westfalen,51.904653700000004,7.416174500000001,1236
657,Nümbrecht,51588,Nordrhein-Westfalen,50.896149,7.533871126042531,2084
658,Oberhausen,46045,Nordrhein-Westfalen,51.4751766,6.862093964199655,2026
659,Oberhausen,46047,Nordrhein-Westfalen,51.48438295,6.86706375,1182
660,Oberhausen,46049,Nordrhein-Westfalen,51.47426925,6.84722945594115,1220
661,Oberhausen,46117,Nordrhein-Westfalen,51.5012211,6.888209138495747,2275
662,Oberhausen,46119,Nordrhein-Westfalen,51.52662720000001,6.879662303853383,1989
663,Oberhausen,46145,Nordrhein-Westfalen,51.54593605,6.86430309428492,2391
664,Oberhausen,46147,Nordrhein-Westfalen,51.5590188,6.829529897252288,1320
665,Oberhausen,46149,Nordrhein-Westfalen,51.50388735,6.844451014670174,2585
666,Ochtrup,48607,Nordrhein-Westfalen,52.20767715,7.189268558475442,1356
667,Odenthal,51519,Nordrhein-Westfalen,51.042455100000005,7.143367138766731,2272
